verbs,questionnarie,q_num,verb_id,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,rating.response,rating.rt,participant,session,date,expName,frameRate,
発表する,生意気だ-生意気でない,3,55,0,929,929,1082,0,2.505,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
頼む,無気力だ-意欲的だ,17,7,0,930,930,136,0,3.187,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
評価する,沈んだ-うきうきした,12,28,0,931,931,551,0,3.092,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
断る,卑屈だ-堂々とした,13,5,0,932,932,92,0,4.457,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
入る,感じが悪い-感じが良い,14,35,0,933,933,693,0,2.288,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
近寄る,軽率だ-慎重だ,9,45,0,934,934,888,-1,2.189,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
入る,心が狭い-心が広い,6,35,0,935,935,685,1,2.852,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
合う,軽率だ-慎重だ,9,12,0,936,936,228,0,1.809,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
務める,自信がない-自信がある,18,53,0,937,937,1057,0,1.754,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
確認する,短気だ-気長だ,19,59,0,938,938,1178,1,2.087,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
計画する,責任感がない-責任感がある,8,47,0,939,939,927,1,2.304,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
入る,沈んだ-うきうきした,12,35,0,940,940,691,0,2.237,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
入る,軽率だ-慎重だ,9,35,0,941,941,688,0,2.429,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
近づく,軽率だ-慎重だ,9,52,0,942,942,1028,0,1.311,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
与える,恥知らずだ-恥ずかしがりだ,10,58,0,943,943,1149,0,2.29,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
聞く,不親切だ-親切だ,20,6,0,944,944,119,2,1.927,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
考える,無気力だ-意欲的だ,17,32,0,945,945,636,2,2.505,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
親しむ,恥知らずだ-恥ずかしがりだ,10,20,0,946,946,389,0,2.43,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
買う,憎らしい-可愛らしい,5,41,0,947,947,804,0,24.123,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
飲む,軽薄だ-重厚だ,11,30,0,948,948,590,0,2.447,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
出る,人がわるい-人が良い,2,44,0,949,949,861,0,1.806,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
評価する,感じが悪い-感じが良い,14,28,0,950,950,553,-1,5.607,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
活動する,憎らしい-可愛らしい,5,42,0,951,951,824,0,2.621,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行う,無気力だ-意欲的だ,17,34,0,952,952,676,3,2.273,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
近寄る,人がわるい-人が良い,2,45,0,953,953,881,1,1.871,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行動する,人がわるい-人が良い,2,31,0,954,954,601,0,1.695,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
助ける,責任感がない-責任感がある,8,24,0,955,955,467,2,140.092,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話す,非社交的だ-社交的だ,7,18,0,956,956,346,2,1.891,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
近づく,軽薄だ-重厚だ,11,52,0,957,957,1030,-1,11.359,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
合う,非社交的だ-社交的だ,7,12,0,958,958,226,0,7.306,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
相談する,生意気だ-生意気でない,3,10,0,959,959,182,1,2.324,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
計画する,憎らしい-可愛らしい,5,47,0,960,960,924,0,1.388,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
務める,無気力だ-意欲的だ,17,53,0,961,961,1056,1,2.273,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行う,軽薄だ-重厚だ,11,34,0,962,962,670,0,2.26,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
近寄る,感じが悪い-感じが良い,14,45,0,963,963,893,0,2.604,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
接する,恥知らずだ-恥ずかしがりだ,10,3,0,964,964,49,-1,14.193,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
送る,沈んだ-うきうきした,12,15,0,965,965,291,0,1.407,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
交流する,短気だ-気長だ,19,33,0,966,966,658,0,2.573,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
参加する,無気力だ-意欲的だ,17,48,0,967,967,956,2,25.654,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
頼む,軽率だ-慎重だ,9,7,0,968,968,128,0,4.994,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
貸す,軽薄だ-重厚だ,11,9,0,969,969,170,0,2.266,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
与える,責任感がない-責任感がある,8,58,0,970,970,1147,1,9.291,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
引き受ける,親しみにくい-親しみやすい,16,11,0,971,971,215,1,3.185,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
教える,人がわるい-人が良い,2,17,0,972,972,321,1,1.473,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
立候補する,親しみにくい-親しみやすい,16,54,0,973,973,1075,1,5.019,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行う,人がわるい-人が良い,2,34,0,974,974,661,1,2.925,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
連絡する,人がわるい-人が良い,2,1,0,975,975,1,1,3.648,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
仕事する,心が狭い-心が広い,6,40,0,976,976,785,0,4.458,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
参加する,人がわるい-人が良い,2,48,0,977,977,941,1,2.243,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
怒る,近づきがたい-人懐っこい,4,19,0,978,978,363,-2,1.856,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
買う,親しみにくい-親しみやすい,16,41,0,979,979,815,0,2.704,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
接する,軽率だ-慎重だ,9,3,0,980,980,48,0,5.823,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
